user_id,avg_decision_time,risk_score,exploration_score,curiosity_score,information_score,time_pressure_efficiency,decision_consistency,decision_variance,risk_shift_over_time,hint_dependency_curve,exploration_depth,pressure_success_rate,option_entropy,timeout_rate,path_unlock_rate,event_count,confidence,curiosity,emotional_safety,exploratory_power
TCBIS1055,4.191,0.403,0.179,0.146,0.576,0.566,0.901,0.156,-0.312,0.306,0.291,0.453,0.915,0.44,0.499,15,6.04,4.75,7.16,5.23
TCBIS1056,8.62,0.353,0.551,0.718,0.469,0.331,0.729,0.336,-0.544,-0.089,0.426,0.295,0.536,0.173,0.195,24,4.93,7.15,6.25,4.9
TCBIS1057,11.426,0.284,0.066,0.626,0.403,0.214,0.725,0.355,0.154,0.641,0.07,0.266,0.178,0.218,0.078,18,5.52,6.81,6.39,2.93
TCBIS1058,1.211,0.387,0.215,0.284,0.611,0.786,0.926,0.09,0.248,0.641,0.204,0.705,0.533,0.036,0.184,12,8.49,4.5,7.18,4.53
TCBIS1059,8.209,0.263,0.657,0.419,0.333,0.458,0.917,0.129,0.533,0.256,0.459,0.576,0.772,0.126,0.092,14,6.97,4.08,6.55,6.46
TCBIS1060,8.247,0.732,0.536,0.695,0.425,0.622,0.952,0.006,0.043,0.348,0.446,0.923,0.372,0.103,0.278,16,7.96,6.12,6.96,6.06
TCBIS1061,7.898,0.44,0.57,0.782,0.834,0.403,0.509,0.557,-0.513,-0.017,0.584,0.318,0.796,0.251,0.61,18,5.37,6.55,6.39,7.14
TCBIS1062,6.307,0.809,0.431,0.388,0.682,0.563,0.781,0.185,0.169,0.11,0.483,0.584,0.861,0.138,0.58,19,6.9,5.46,5.76,5.84
TCBIS1063,7.112,0.507,0.147,0.671,0.421,0.405,0.753,0.204,-0.04,-0.201,0.15,0.353,0.651,0.016,0.157,13,6.42,5.91,6.9,4.51
TCBIS1064,3.132,0.905,0.212,0.692,0.844,0.69,1.0,0.033,-0.319,0.62,0.282,0.586,0.907,0.051,0.413,16,8.9,7.74,5.99,4.61
TCBIS1065,4.703,0.412,0.677,0.605,0.381,0.632,0.893,0.12,-0.406,0.463,0.581,0.681,0.572,0.215,0.404,11,6.7,5.45,7.68,6.87
TCBIS1066,9.729,0.381,0.327,0.319,0.584,0.288,0.701,0.235,-0.426,-0.287,0.282,0.258,0.728,0.088,0.197,15,5.4,5.54,7.35,4.97
TCBIS1067,5.496,0.717,0.787,0.453,0.321,0.603,0.817,0.177,-0.071,0.045,0.542,0.692,0.551,0.281,0.087,16,7.95,4.67,6.28,7.33
TCBIS1068,4.909,0.861,0.881,0.395,0.387,0.523,0.992,0.011,-0.278,0.179,0.596,0.454,0.318,0.239,0.066,11,7.24,5.13,5.6,6.73
TCBIS1069,9.014,0.407,0.349,0.169,0.379,0.32,0.376,0.58,-0.297,0.25,0.294,0.32,0.503,0.266,0.192,10,5.01,3.57,6.21,5.06
TCBIS1070,6.557,0.579,0.243,0.914,0.487,0.571,0.815,0.139,0.222,0.545,0.354,0.665,0.391,0.062,0.56,11,7.13,6.23,6.61,5.24
TCBIS1071,11.097,0.593,0.249,0.112,0.304,0.349,0.942,0.136,0.333,-0.211,0.212,0.562,0.376,0.107,0.144,15,6.22,3.89,5.91,4.67
TCBIS1072,7.694,0.241,0.431,0.151,0.603,0.478,0.889,0.074,0.471,0.577,0.388,0.521,0.461,0.132,0.307,18,6.29,4.78,5.84,5.19
TCBIS1073,10.271,0.88,0.47,0.323,0.398,0.515,0.627,0.345,-0.074,0.52,0.492,0.846,0.64,0.206,0.533,11,6.3,5.75,4.17,5.83
TCBIS1074,1.112,0.1,0.609,0.632,0.68,0.779,0.712,0.296,-0.348,-0.217,0.556,0.666,0.314,0.504,0.457,15,7.81,6.0,5.04,6.6
TCBIS1075,11.134,0.252,0.158,0.163,0.354,0.356,0.598,0.345,0.475,-0.174,0.263,0.568,0.697,0.036,0.457,16,6.02,4.49,6.33,5.15
TCBIS1076,3.824,0.376,0.585,0.293,0.156,0.632,0.582,0.394,-0.174,0.03,0.406,0.665,0.258,0.09,0.073,24,7.52,3.83,6.79,4.91
TCBIS1077,9.047,0.818,0.639,0.219,0.169,0.312,0.906,0.022,0.517,0.037,0.465,0.352,0.812,0.47,0.141,15,4.99,4.02,4.22,6.42
TCBIS1078,11.229,0.299,0.496,0.283,0.488,0.258,0.359,0.594,-0.198,0.328,0.489,0.329,0.536,0.222,0.476,24,4.16,4.45,5.25,6.54
TCBIS1079,2.501,0.433,0.432,0.456,0.267,0.611,0.836,0.162,-0.008,0.192,0.329,0.491,0.338,0.313,0.139,20,6.4,5.29,6.72,4.89
TCBIS1080,7.895,0.411,0.91,0.361,0.657,0.488,0.634,0.375,-0.466,0.209,0.734,0.545,0.315,0.042,0.406,13,6.9,4.96,7.8,7.2
TCBIS1081,8.692,0.795,0.778,0.939,0.496,0.464,0.908,0.021,0.264,-0.286,0.686,0.589,0.5,0.042,0.515,11,6.67,6.75,5.81,6.74
TCBIS1082,1.6,0.278,0.614,0.649,0.356,0.484,0.787,0.15,-0.003,-0.338,0.555,0.12,0.287,0.176,0.445,14,6.8,5.72,5.28,6.83
TCBIS1083,10.943,0.11,0.804,0.238,0.406,0.218,0.684,0.258,-0.515,0.594,0.572,0.236,0.415,0.043,0.142,20,5.32,5.85,5.01,6.36
TCBIS1084,9.042,0.741,0.562,0.621,0.532,0.393,0.821,0.221,-0.245,0.586,0.512,0.45,0.666,0.042,0.418,13,6.15,6.53,6.46,5.79
TCBIS1085,3.775,0.572,0.628,0.389,0.619,0.706,0.914,0.085,0.125,0.46,0.572,0.721,0.628,0.385,0.467,14,6.38,6.14,7.24,6.73
TCBIS1086,7.664,0.691,0.33,0.191,0.187,0.512,0.791,0.235,-0.539,0.611,0.297,0.685,0.368,0.17,0.236,11,6.44,3.06,6.15,5.26
TCBIS1087,6.646,0.205,0.634,0.593,0.688,0.515,0.852,0.214,0.202,-0.146,0.558,0.502,0.764,0.263,0.418,11,6.27,5.34,6.44,6.65
TCBIS1088,4.39,0.196,0.204,0.64,0.522,0.534,0.76,0.196,0.093,-0.198,0.161,0.409,0.94,0.219,0.082,22,7.04,5.74,5.86,5.09
TCBIS1089,9.028,0.161,0.64,0.536,0.538,0.385,0.301,0.699,-0.059,0.432,0.484,0.43,0.831,0.112,0.194,23,5.83,5.47,4.61,6.42
TCBIS1090,5.574,0.655,0.566,0.517,0.634,0.611,0.802,0.192,0.152,0.028,0.499,0.646,0.822,0.011,0.376,19,8.18,6.01,6.41,6.75
TCBIS1091,9.007,0.131,0.574,0.432,0.498,0.463,0.794,0.202,0.089,0.232,0.399,0.61,0.742,0.531,0.073,17,6.21,5.27,5.74,6.12
TCBIS1092,1.645,0.323,0.784,0.407,0.61,0.672,0.918,0.092,-0.259,0.234,0.585,0.485,0.79,0.161,0.216,14,8.19,5.53,7.02,6.87
TCBIS1093,4.885,0.127,0.402,0.135,0.45,0.523,0.843,0.139,0.348,0.468,0.301,0.437,0.135,0.047,0.112,24,6.96,3.46,5.45,5.3
TCBIS1094,3.24,0.622,0.716,0.619,0.611,0.604,0.795,0.261,-0.155,-0.284,0.675,0.455,0.446,0.105,0.6,15,7.73,5.44,6.57,7.58
TCBIS1095,5.384,0.507,0.863,0.534,0.373,0.738,1.0,0.055,0.197,0.054,0.746,0.972,0.456,0.021,0.528,23,9.0,4.99,7.81,7.39
TCBIS1096,6.053,0.332,0.026,0.735,0.517,0.661,0.958,0.041,0.514,0.313,0.176,0.82,0.951,0.282,0.456,10,8.48,7.01,5.96,4.44
TCBIS1097,9.96,0.492,0.267,0.813,0.669,0.366,0.747,0.197,-0.237,0.258,0.353,0.431,0.565,0.146,0.512,12,5.93,6.83,6.73,4.33
TCBIS1098,1.009,0.178,0.848,0.081,0.07,0.552,1.0,0.027,-0.205,-0.002,0.769,0.289,0.557,0.003,0.621,17,7.22,3.1,6.38,6.57
TCBIS1099,10.015,0.57,0.692,0.868,0.818,0.397,0.874,0.078,-0.539,0.006,0.472,0.47,0.411,0.03,0.063,12,6.69,7.73,7.45,5.85
TCBIS1100,10.941,0.346,0.567,0.383,0.347,0.376,0.976,0.053,0.057,-0.26,0.489,0.601,0.922,0.121,0.344,10,6.8,4.24,6.43,6.66
TCBIS1101,5.378,0.406,0.362,0.353,0.537,0.572,0.455,0.479,0.409,-0.278,0.492,0.565,0.989,0.338,0.733,23,5.99,4.52,6.67,6.41
TCBIS1102,1.44,0.632,0.405,0.878,0.461,0.753,0.478,0.488,0.019,0.618,0.343,0.681,0.447,0.217,0.227,15,7.43,7.18,6.43,4.89
TCBIS1103,2.967,0.579,0.621,0.119,0.475,0.74,0.87,0.117,-0.191,-0.232,0.563,0.767,0.851,0.09,0.454,15,8.46,3.49,6.22,6.95
TCBIS1104,7.694,0.925,0.704,0.189,0.297,0.534,0.749,0.173,-0.52,0.043,0.556,0.712,0.583,0.548,0.28,16,6.43,4.27,4.62,6.53
TCBIS1105,11.05,0.728,0.746,0.545,0.473,0.463,0.712,0.3,0.168,0.136,0.694,0.773,0.341,0.032,0.597,10,6.72,5.36,6.06,7.3
TCBIS1106,9.901,0.711,0.267,0.747,0.538,0.376,0.848,0.09,-0.236,0.003,0.228,0.478,0.485,0.021,0.155,18,6.57,6.28,6.17,3.74
TCBIS1107,10.483,0.448,0.831,0.85,0.853,0.504,0.739,0.239,-0.486,0.054,0.695,0.737,0.509,0.111,0.441,10,6.32,7.28,7.84,7.55
TCBIS1108,11.132,0.51,0.615,0.603,0.659,0.413,0.984,0.085,0.364,0.491,0.675,0.628,0.637,0.093,0.786,20,5.99,6.98,6.98,7.24
TCBIS1109,2.734,0.619,0.703,0.683,0.679,0.623,0.757,0.212,-0.075,-0.116,0.507,0.444,0.333,0.419,0.142,10,6.8,5.91,5.74,6.32
TCBIS1110,7.618,0.499,0.492,0.863,0.927,0.579,0.769,0.227,0.228,0.528,0.433,0.666,0.26,0.056,0.323,16,7.59,8.13,7.87,4.48
TCBIS1111,8.568,0.183,0.515,0.745,0.821,0.477,1.0,0.048,0.083,-0.225,0.451,0.537,0.916,0.153,0.332,13,6.33,7.44,6.04,6.15
TCBIS1112,2.101,0.759,0.697,0.609,0.42,0.743,1.0,0.036,0.217,0.218,0.485,0.72,0.698,0.516,0.09,21,7.22,5.5,5.47,6.5
TCBIS1113,5.192,0.157,0.448,0.053,0.243,0.55,0.8,0.225,-0.336,0.457,0.326,0.568,0.502,0.331,0.098,19,6.64,3.71,5.76,4.8
TCBIS1114,5.354,0.613,0.571,0.718,0.391,0.395,0.757,0.245,0.029,0.352,0.383,0.203,0.849,0.421,0.035,10,4.89,6.65,5.88,6.02
TCBIS1115,8.013,0.379,0.502,0.251,0.541,0.314,0.846,0.214,0.251,0.507,0.337,0.195,0.793,0.343,0.03,12,5.13,5.25,6.94,5.97
TCBIS1116,10.19,0.202,0.273,0.825,0.458,0.197,0.874,0.165,0.516,0.643,0.257,0.119,0.651,0.384,0.226,23,3.92,7.56,5.09,4.8
TCBIS1117,3.38,0.547,0.614,0.416,0.191,0.456,0.737,0.261,-0.286,0.087,0.572,0.23,0.77,0.092,0.495,22,6.83,5.81,6.53,6.33
TCBIS1118,8.145,0.356,0.258,0.175,0.488,0.512,0.776,0.281,-0.31,0.242,0.237,0.656,0.692,0.167,0.199,23,7.5,4.49,7.16,4.56
TCBIS1119,9.682,0.566,0.935,0.445,0.376,0.422,0.583,0.359,0.157,-0.198,0.68,0.599,0.863,0.331,0.207,19,5.86,5.55,6.26,7.37
TCBIS1120,1.568,0.068,0.316,0.437,0.503,0.512,0.664,0.3,-0.032,-0.027,0.382,0.146,0.613,0.03,0.505,10,5.85,5.44,5.47,5.03
TCBIS1121,6.721,0.298,0.645,0.643,0.444,0.462,0.803,0.264,0.525,-0.315,0.508,0.445,0.5,0.052,0.253,18,5.85,6.38,6.73,6.82
TCBIS1122,4.123,0.852,0.701,0.639,0.326,0.473,0.715,0.256,0.171,0.133,0.505,0.295,0.405,0.207,0.14,10,6.14,5.86,5.36,5.91
TCBIS1123,6.32,0.158,0.731,0.573,0.801,0.356,0.477,0.549,-0.355,0.227,0.534,0.099,0.588,0.217,0.167,19,4.94,5.98,5.36,6.52
TCBIS1124,6.184,0.248,0.215,0.272,0.249,0.476,0.924,0.065,0.336,-0.135,0.29,0.478,0.618,0.169,0.43,19,7.01,4.23,6.67,4.09
TCBIS1125,3.273,0.581,0.324,0.228,0.408,0.675,0.903,0.119,0.132,-0.016,0.292,0.662,0.848,0.02,0.232,10,8.93,4.1,7.34,4.91
TCBIS1126,5.001,0.211,0.319,0.487,0.516,0.694,0.937,0.009,0.407,0.009,0.405,0.812,0.869,0.009,0.566,15,8.06,5.97,6.31,6.32
TCBIS1127,4.232,0.43,0.216,0.613,0.444,0.557,0.491,0.51,-0.18,0.308,0.28,0.464,0.29,0.609,0.399,17,5.74,6.12,6.16,4.61
TCBIS1128,9.731,0.279,0.547,0.388,0.196,0.408,0.646,0.3,0.124,0.387,0.601,0.612,0.709,0.128,0.701,19,6.11,5.5,7.42,6.28
TCBIS1129,3.842,0.41,0.683,0.57,0.406,0.358,0.8,0.206,0.209,-0.072,0.492,0.0,0.795,0.542,0.136,11,4.41,5.04,6.58,6.73
TCBIS1130,3.478,0.423,0.144,0.41,0.706,0.661,0.766,0.223,0.302,-0.211,0.16,0.58,0.337,0.081,0.189,18,6.94,6.04,6.73,3.57
TCBIS1131,3.763,0.865,0.066,0.408,0.58,0.693,0.732,0.297,0.388,0.458,0.158,0.7,0.524,0.376,0.328,17,7.47,5.24,4.94,3.47
TCBIS1132,10.738,0.398,0.661,0.525,0.58,0.369,0.955,0.125,-0.103,0.264,0.574,0.518,0.808,0.111,0.412,12,5.42,5.58,6.23,6.57
TCBIS1133,3.072,0.232,0.432,0.232,0.203,0.663,0.694,0.284,0.361,0.085,0.567,0.665,0.22,0.176,0.818,12,7.0,4.64,6.13,6.4
TCBIS1134,8.937,0.594,0.161,0.429,0.383,0.256,0.88,0.061,-0.218,-0.25,0.215,0.172,0.484,0.186,0.315,17,4.86,5.0,6.99,3.95
TCBIS1135,5.483,0.372,0.912,0.56,0.354,0.582,0.988,0.078,0.53,0.544,0.722,0.636,0.706,0.007,0.37,11,7.89,5.56,7.26,7.9
TCBIS1136,10.889,0.218,0.575,0.875,0.641,0.368,0.628,0.415,-0.407,0.438,0.383,0.513,0.835,0.011,0.026,23,6.21,7.3,6.1,5.37
TCBIS1137,1.468,0.68,0.693,0.211,0.095,0.655,0.672,0.372,-0.524,-0.263,0.537,0.547,0.765,0.029,0.246,19,7.59,4.04,6.75,7.08
TCBIS1138,3.305,0.508,0.63,0.276,0.604,0.628,0.695,0.264,-0.405,0.437,0.434,0.515,0.851,0.297,0.069,15,7.65,4.83,6.13,5.82
TCBIS1139,3.136,0.13,0.104,0.733,0.545,0.476,0.576,0.35,0.132,-0.113,0.229,0.178,0.358,0.028,0.46,10,6.33,6.27,6.14,3.97
TCBIS1140,3.466,0.5,0.6,0.674,0.533,0.697,0.828,0.199,-0.251,0.349,0.487,0.696,0.715,0.141,0.278,24,8.18,5.89,7.14,6.28
TCBIS1141,3.757,0.748,0.61,0.609,0.651,0.685,0.544,0.521,0.122,0.572,0.528,0.666,0.528,0.068,0.375,15,8.39,6.39,6.07,7.03
TCBIS1142,10.147,0.445,0.387,0.644,0.296,0.244,0.827,0.177,-0.471,0.381,0.308,0.256,0.233,0.08,0.161,12,5.27,5.82,7.54,4.21
TCBIS1143,11.235,0.642,0.909,0.679,0.601,0.244,0.843,0.091,-0.106,0.37,0.694,0.272,0.769,0.183,0.294,22,5.23,7.07,6.57,8.3
TCBIS1144,4.415,0.365,0.6,0.803,0.836,0.434,0.903,0.137,0.217,0.632,0.469,0.119,0.758,0.062,0.226,10,5.0,7.23,7.31,6.31
TCBIS1145,2.378,0.52,0.155,0.251,0.364,0.685,0.552,0.384,-0.187,0.184,0.112,0.625,0.818,0.033,0.032,21,7.75,4.25,6.51,4.28
TCBIS1146,7.814,0.318,0.761,0.476,0.56,0.483,0.947,0.035,0.498,0.278,0.515,0.549,0.684,0.19,0.058,18,6.33,5.47,6.9,6.86
TCBIS1147,11.339,0.268,0.494,0.263,0.292,0.206,0.723,0.302,-0.334,0.349,0.381,0.266,0.769,0.011,0.17,21,5.85,4.97,6.48,4.98
TCBIS1148,3.628,0.751,0.161,0.72,0.58,0.743,0.97,0.095,-0.199,0.342,0.144,0.802,0.54,0.188,0.111,14,8.27,7.48,7.07,4.62
TCBIS1149,1.124,0.502,0.355,0.757,0.548,0.709,0.851,0.074,-0.418,0.371,0.299,0.54,0.609,0.24,0.194,22,7.63,6.99,6.02,4.7
TCBIS1150,1.41,0.338,0.315,0.593,0.443,0.555,0.973,0.061,-0.173,0.081,0.266,0.243,0.351,0.108,0.176,14,7.16,5.3,6.79,4.1
TCBIS1151,3.265,0.289,0.183,0.258,0.278,0.586,0.723,0.307,0.238,-0.329,0.178,0.491,0.367,0.47,0.169,21,6.45,4.27,6.41,3.84
TCBIS1152,8.527,0.552,0.09,0.214,0.137,0.454,0.905,0.162,0.481,-0.207,0.242,0.634,0.47,0.356,0.524,11,7.13,4.33,6.28,4.21
TCBIS1153,11.138,0.439,0.376,0.422,0.365,0.434,0.641,0.411,-0.459,0.247,0.286,0.74,0.775,0.165,0.119,19,6.56,4.94,6.73,5.47
TCBIS1154,1.136,0.276,0.794,0.875,0.396,0.676,0.516,0.43,-0.402,0.36,0.613,0.501,0.97,0.28,0.277,11,5.69,6.86,5.67,7.72
TCBIS1155,2.714,0.738,0.781,0.226,0.521,0.643,0.378,0.569,-0.286,-0.149,0.684,0.521,0.154,0.096,0.504,19,7.36,4.33,5.87,7.99
TCBIS1156,5.165,0.113,0.331,0.176,0.379,0.67,0.916,0.147,-0.401,0.184,0.262,0.801,0.626,0.153,0.134,20,8.09,4.52,6.47,5.05
TCBIS1157,5.621,0.272,0.314,0.32,0.483,0.551,0.413,0.536,0.397,0.423,0.227,0.55,0.842,0.155,0.064,11,6.64,4.37,5.45,3.49
TCBIS1158,9.378,0.464,0.33,0.446,0.207,0.342,0.94,0.04,0.226,-0.275,0.265,0.436,0.802,0.043,0.145,11,5.92,5.05,7.17,5.0
TCBIS1159,10.224,0.365,0.709,0.497,0.263,0.289,0.953,0.057,0.35,0.33,0.508,0.37,0.58,0.487,0.134,20,4.6,5.48,7.5,6.53
TCBIS1160,11.418,0.674,0.422,0.665,0.523,0.336,0.68,0.242,-0.358,0.039,0.317,0.509,0.528,0.275,0.122,11,5.34,6.14,5.92,5.44
TCBIS1161,6.341,0.44,0.306,0.676,0.608,0.425,0.916,0.033,0.269,-0.114,0.284,0.297,0.624,0.208,0.243,19,6.01,5.93,7.37,5.26
TCBIS1162,10.774,0.16,0.537,0.828,0.629,0.447,0.896,0.102,0.267,0.642,0.453,0.683,0.579,0.064,0.297,22,7.35,6.64,5.99,6.5
TCBIS1163,9.309,0.755,0.493,0.443,0.428,0.441,0.923,0.098,0.534,0.328,0.356,0.602,0.395,0.14,0.101,22,6.42,5.82,5.7,4.95
TCBIS1164,7.504,0.63,0.596,0.336,0.21,0.444,0.653,0.408,0.522,0.609,0.475,0.517,0.688,0.15,0.25,13,6.94,4.63,6.41,6.76
TCBIS1165,9.701,0.674,0.452,0.497,0.6,0.592,0.75,0.308,-0.143,0.021,0.359,0.928,0.87,0.055,0.186,23,7.55,6.14,6.99,5.86
TCBIS1166,8.803,0.826,0.323,0.669,0.491,0.4,0.621,0.383,-0.463,0.197,0.332,0.458,0.824,0.023,0.349,10,6.46,6.35,5.83,4.64
TCBIS1167,10.499,0.34,0.286,0.374,0.505,0.445,0.621,0.454,-0.389,0.41,0.275,0.685,0.513,0.035,0.254,14,6.67,4.82,6.77,4.54
TCBIS1168,8.081,0.36,0.614,0.137,0.583,0.503,0.852,0.191,0.158,0.204,0.466,0.609,0.619,0.092,0.192,10,7.39,4.71,7.41,6.36
TCBIS1169,1.716,0.494,0.264,0.103,0.299,0.623,0.779,0.206,0.522,-0.341,0.352,0.451,0.314,0.284,0.514,12,7.03,4.12,5.54,4.99
TCBIS1170,6.778,0.558,0.145,0.333,0.279,0.279,0.957,0.099,0.324,0.472,0.232,0.08,0.415,0.057,0.394,12,6.41,4.86,7.24,4.35
TCBIS1171,6.842,0.324,0.484,0.347,0.276,0.285,0.938,0.012,0.515,0.557,0.32,0.099,0.622,0.133,0.016,23,5.77,5.03,5.25,5.29
TCBIS1172,8.132,0.55,0.538,0.881,0.813,0.44,0.745,0.234,0.163,0.614,0.498,0.422,0.457,0.667,0.425,23,5.77,7.16,6.22,6.2
TCBIS1173,8.898,0.808,0.722,0.401,0.472,0.398,0.557,0.467,-0.469,0.155,0.511,0.464,0.861,0.215,0.119,12,6.64,4.7,5.09,6.29
TCBIS1174,3.562,0.793,0.738,0.954,0.804,0.753,0.497,0.513,-0.187,0.032,0.509,0.769,0.946,0.111,0.084,11,7.65,6.78,5.84,6.77
TCBIS1175,2.605,0.23,0.65,0.756,0.702,0.797,0.864,0.183,-0.334,0.161,0.559,0.816,0.373,0.279,0.389,14,8.12,7.32,5.55,6.88
TCBIS1176,1.625,0.347,0.677,0.308,0.533,0.556,0.429,0.544,-0.138,0.457,0.557,0.242,0.731,0.133,0.334,15,6.11,5.81,6.19,6.21
TCBIS1177,5.859,0.723,0.327,0.412,0.522,0.466,0.956,0.084,0.394,-0.119,0.379,0.37,0.578,0.055,0.475,12,6.68,5.45,7.16,5.3
TCBIS1178,8.778,0.438,0.681,0.607,0.315,0.304,0.753,0.228,-0.168,0.263,0.634,0.28,0.672,0.087,0.546,18,6.07,5.88,6.54,7.45
TCBIS1179,8.7,0.166,0.075,0.297,0.21,0.386,0.372,0.647,0.041,0.375,0.085,0.481,0.742,0.199,0.105,13,5.12,5.2,5.92,4.05
TCBIS1180,1.934,0.38,0.646,0.746,0.71,0.608,0.659,0.307,-0.426,-0.299,0.526,0.341,0.741,0.233,0.304,20,7.15,7.17,5.97,6.47
TCBIS1181,1.571,0.714,0.412,0.729,0.553,0.567,0.839,0.229,-0.344,-0.243,0.286,0.257,0.71,0.336,0.053,23,6.93,5.93,6.05,4.52
TCBIS1182,6.948,0.099,0.335,0.924,0.516,0.487,0.672,0.38,-0.249,0.537,0.518,0.503,0.575,0.041,0.859,14,6.18,6.59,6.2,5.7
TCBIS1183,3.727,0.634,0.278,0.558,0.702,0.552,0.727,0.332,0.106,0.15,0.336,0.357,0.854,0.168,0.444,18,7.04,5.77,6.22,5.86
TCBIS1184,7.281,0.542,0.239,0.279,0.361,0.503,0.907,0.146,0.451,0.587,0.382,0.597,0.443,0.414,0.648,11,6.64,4.61,6.27,5.48
TCBIS1185,10.633,0.652,0.733,0.238,0.117,0.355,0.633,0.319,-0.47,0.545,0.63,0.581,0.622,0.169,0.44,10,4.83,4.19,6.73,6.67
TCBIS1186,5.347,0.727,0.368,0.397,0.626,0.425,0.884,0.093,-0.25,-0.264,0.343,0.216,0.745,0.037,0.298,10,6.82,5.19,5.36,5.33
TCBIS1187,4.042,0.234,0.362,0.818,0.719,0.61,0.881,0.177,0.42,-0.314,0.268,0.507,0.726,0.101,0.093,19,7.21,6.56,6.36,4.53
TCBIS1188,8.393,0.309,0.821,0.58,0.481,0.481,0.797,0.148,-0.09,0.213,0.74,0.607,0.891,0.072,0.589,19,6.26,5.88,6.49,8.05
TCBIS1189,3.449,0.232,0.188,0.637,0.421,0.685,0.864,0.091,-0.114,0.194,0.255,0.693,0.428,0.263,0.379,24,7.51,5.41,5.32,4.68
TCBIS1190,1.785,0.943,0.386,0.432,0.472,0.582,0.648,0.304,-0.39,0.387,0.331,0.325,0.814,0.025,0.23,21,7.5,5.9,5.34,5.78
TCBIS1191,1.278,0.516,0.469,0.782,0.733,0.727,0.905,0.122,0.37,-0.32,0.382,0.551,0.681,0.164,0.221,19,7.34,5.58,6.91,5.56
TCBIS1192,1.748,0.64,0.843,0.362,0.53,0.796,0.803,0.141,-0.193,0.617,0.625,0.785,0.872,0.089,0.221,23,8.15,5.05,7.78,6.81
TCBIS1193,4.522,0.638,0.334,0.216,0.157,0.627,0.91,0.118,0.203,-0.327,0.292,0.707,0.722,0.092,0.215,14,7.96,3.43,6.6,4.5
TCBIS1194,3.943,0.593,0.832,0.71,0.52,0.589,0.445,0.492,0.225,0.456,0.681,0.497,0.944,0.059,0.401,10,7.03,5.75,6.51,8.01
TCBIS1195,7.372,0.341,0.362,0.606,0.329,0.324,0.749,0.317,-0.021,0.25,0.439,0.214,0.863,0.17,0.581,10,5.46,5.54,6.96,5.93
TCBIS1196,5.212,0.012,0.724,0.573,0.586,0.546,0.801,0.121,-0.141,-0.175,0.536,0.484,0.52,0.11,0.187,24,7.26,5.63,4.37,7.13
TCBIS1197,8.912,0.382,0.565,0.219,0.575,0.589,0.752,0.235,-0.112,0.604,0.372,0.867,0.647,0.064,0.014,23,7.39,5.38,7.25,5.08
TCBIS1198,11.448,0.496,0.271,0.859,0.878,0.525,0.853,0.077,0.37,0.073,0.352,0.853,0.865,0.093,0.502,15,7.43,7.73,8.67,5.93
TCBIS1199,10.031,0.181,0.413,0.122,0.139,0.536,0.953,0.107,0.328,0.404,0.329,0.932,0.613,0.005,0.172,16,8.07,4.66,6.92,5.82
TCBIS1200,2.19,0.516,0.608,0.38,0.535,0.735,0.842,0.087,-0.54,-0.209,0.425,0.682,0.258,0.299,0.084,21,7.48,5.5,6.27,5.95
TCBIS1201,1.74,0.8,0.371,0.299,0.655,0.851,0.47,0.573,0.103,0.264,0.388,0.879,0.786,0.088,0.421,24,8.1,5.62,4.83,6.02
TCBIS1202,3.165,0.458,0.449,0.461,0.502,0.766,0.75,0.211,0.501,0.001,0.506,0.835,0.659,0.24,0.613,12,8.25,5.21,7.31,5.95
TCBIS1203,11.497,0.691,0.919,0.832,0.485,0.348,0.82,0.152,-0.193,0.541,0.654,0.551,0.872,0.007,0.161,18,6.58,6.09,6.39,7.58
TCBIS1204,3.918,0.25,0.367,0.62,0.352,0.418,0.673,0.398,0.282,-0.062,0.377,0.151,0.514,0.356,0.395,10,5.58,5.94,5.92,4.69
TCBIS1205,1.991,0.509,0.563,0.271,0.244,0.598,0.31,0.652,-0.135,-0.101,0.445,0.428,0.661,0.015,0.226,21,6.34,4.16,6.51,5.99
TCBIS1206,8.952,0.887,0.288,0.694,0.779,0.48,0.882,0.16,0.142,0.153,0.364,0.582,0.495,0.064,0.506,17,6.7,6.98,5.84,5.4
TCBIS1207,10.171,0.587,0.196,0.801,0.383,0.215,0.871,0.168,0.356,-0.347,0.225,0.175,0.353,0.1,0.278,14,5.28,5.92,6.1,4.77
TCBIS1208,8.186,0.617,0.274,0.539,0.77,0.536,0.756,0.257,-0.295,0.182,0.201,0.65,0.639,0.216,0.064,21,6.15,6.46,6.47,5.05
TCBIS1209,4.917,0.262,0.563,0.392,0.433,0.393,0.954,0.043,0.257,-0.254,0.452,0.155,0.53,0.25,0.246,18,6.1,5.16,5.6,5.86
TCBIS1210,11.117,0.754,0.578,0.476,0.642,0.228,1.0,0.057,0.348,-0.183,0.423,0.219,0.679,0.638,0.136,20,3.55,5.58,4.79,5.35
TCBIS1211,3.504,0.275,0.374,0.374,0.349,0.527,0.746,0.314,-0.351,0.347,0.304,0.364,0.767,0.383,0.174,20,5.5,5.53,5.94,4.93
TCBIS1212,9.033,0.412,0.487,0.276,0.149,0.548,0.458,0.463,0.059,-0.334,0.42,0.88,0.383,0.025,0.295,16,7.92,3.76,7.1,5.86
TCBIS1213,7.99,0.414,0.563,0.881,0.661,0.572,0.98,0.084,-0.054,0.158,0.43,0.738,0.615,0.132,0.182,17,8.79,7.49,7.3,5.63
